name,comm_code,census_year,population,occupied dwellings,persons per unit,notes
DIAMOND COVE,DIA,1992,256,82,3.12,
HIGHLAND PARK,HPK,1978,3990,1622,2.46,
SHAWNEE SLOPES,SHS,1996,1458,480,3.04,
WINDSOR PARK,WND,1993,3511,2016,1.74,
HILLHURST,HIL,1975,5275,2473,2.13,
WINDSOR PARK,WND,2017,4270,2251,1.9,
EVERGREEN,EVE,1970,0,0,0,
SOUTHWOOD,SOW,1969,4771,1084,4.4,
MARTINDALE,MRT,2012,13674,3776,3.62,
MANCHESTER,MAN,2016,1013,466,2.17,
OAKRIDGE,OAK,1969,0,0,0,
VISTA HEIGHTS,VIS,1989,2425,758,3.2,
BRAESIDE,BRA,1990,7047,2497,2.82,
ALBERT PARK/RADISSON HEIGHTS,ALB,1970,4316,1106,3.9,
DOWNTOWN EAST VILLAGE,DNE,1976,1416,655,2.16,
CHINATOWN,CHN,1982,601,300,2,
MISSION,MIS,1983,3107,1996,1.56,
BANKVIEW,BNK,2007,5251,3255,1.61,
TEMPLE,TEM,1999,11943,3464,3.45,
MARLBOROUGH PARK,MPK,2003,8942,2905,3.08,
FOREST LAWN,FLN,1970,8070,1968,4.1,
ROSEDALE,RDL,2015,1653,607,2.72,
WESTGATE,WGT,2017,3193,1301,2.45,
BEL-AIRE,BEL,1971,599,134,4.47,
RANCHLANDS,RAN,1989,8602,2872,3,
RIVERBEND,RIV,1999,10620,3445,3.08,
RICHMOND,RIC,1992,3837,1814,2.12,
SAGE HILL,SGH,1998,83,25,3.32,
MOUNT PLEASANT,MOP,2002,4879,2314,2.11,
ST. ANDREWS HEIGHTS,STA,1978,2081,636,3.27,
SHAGANAPPI,SHG,2002,1662,821,2.02,
MAPLE RIDGE,MPL,1997,2214,807,2.74,
TEMPLE,TEM,2004,11239,3432,3.27,
RANCHLANDS,RAN,1990,8660,2887,3,
WEST HILLHURST,WHL,2004,5472,2580,2.12,
LAKEVIEW,LKV,2004,5656,2292,2.47,
SPRINGBANK HILL,SPH,1991,0,0,0,
MISSION,MIS,1997,3510,2466,1.42,
MONTEREY PARK,MOR,2001,10310,2886,3.57,
PINERIDGE,PIN,2007,9829,3650,2.69,
SOUTHWOOD,SOW,2011,5965,2505,2.38,
HIDDEN VALLEY,HID,1987,0,0,0,
UNIVERSITY OF CALGARY,UOC,2011,2355,658,3.58,
ST. ANDREWS HEIGHTS,STA,1982,2212,750,2.95,
RAMSAY,RAM,1991,2215,1010,2.19,
CRANSTON,CRA,2004,2692,970,2.78,
SAGE HILL,SGH,1993,66,23,2.87,
MISSION,MIS,2000,3664,2492,1.47,
NORTH HAVEN UPPER,NHU,2009,650,244,2.66,
LEGACY,LEG,1986,0,0,0,
TUSCANY,TUS,2004,10329,3854,2.68,
ACADIA,ACA,1973,13459,3451,3.9,
APPLEWOOD PARK,APP,2011,6404,1987,3.22,
BONAVISTA DOWNS,BDO,2011,947,366,2.59,
HAMPTONS,HAM,2007,8093,2420,3.34,
CHARLESWOOD/COLLINGWOOD,,2016,5874,2358,2.49,Combined communities of CHARLESWOOD (CHW) and COLLINGWOOD (COL)
TUSCANY,TUS,1982,0,0,0,
THORNCLIFFE,THO,1989,9810,3614,2.71,
VALLEY RIDGE,VAL,1974,0,0,0,
INGLEWOOD,ING,1979,2688,1152,2.33,
WHITEHORN,WHI,1973,0,0,0,
SPRUCE CLIFF,SPR,2012,4285,2122,2.02,
SANDSTONE VALLEY,SAN,1994,6357,1880,3.38,
MARLBOROUGH,MRL,1971,2936,699,4.2,
ROYAL OAK,ROY,2012,11252,3821,2.94,
KILLARNEY/GLENGARRY,KIL,1978,5651,2291,2.47,
BANKVIEW,BNK,1996,4886,3050,1.6,
MISSION,MIS,2017,4583,3084,1.49,
BONAVISTA DOWNS,BDO,1989,1186,368,3.22,
AUBURN BAY,AUB,1973,0,0,0,
WOODLANDS,WOO,1979,2121,686,3.09,
VISTA HEIGHTS,VIS,1981,1742,533,3.27,
ROYAL OAK,ROY,2003,2405,816,2.95,
HUNTINGTON HILLS,HUN,1985,15410,4896,3.15,
MCKENZIE TOWNE,MCT,1971,0,0,0,
HAMPTONS,HAM,1995,2123,632,3.36,
BONAVISTA DOWNS,BDO,1992,1152,368,3.13,
AUBURN BAY,AUB,1976,0,0,0,
MCKENZIE TOWNE,MCT,1982,0,0,0,
WOODBINE,WBN,1973,45,13,3.46,
TARADALE,TAR,1975,0,0,0,
HIGHLAND PARK,HPK,1995,3562,1772,2.01,
CORAL SPRINGS,COR,1973,0,0,0,
BANFF TRAIL,BNF,2008,3759,1683,2.23,
PATTERSON,PAT,2009,4094,1855,2.21,
KILLARNEY/GLENGARRY,KIL,1988,5879,2828,2.08,
SAGE HILL,SGH,2002,72,23,3.13,
SPRINGBANK HILL,SPH,2005,4471,1537,2.91,
MARTINDALE,MRT,1992,3470,1083,3.2,
DOVER,DOV,2009,10300,4266,2.41,
BEL-AIRE,BEL,2017,410,145,2.83,
BRAESIDE,BRA,1981,7589,2445,3.1,
NORTH GLENMORE PARK,NGM,2001,2516,987,2.55,
DOWNTOWN WEST END,DNW,1987,467,306,1.53,
SOMERSET,SOM,2009,8486,3069,2.77,
CHINATOWN,CHN,2009,1287,806,1.6,
CORNERSTONE,CNS,1998,0,0,0,
MAPLE RIDGE,MPL,2004,2069,793,2.61,
RANCHLANDS,RAN,2007,7710,2902,2.66,
VISTA HEIGHTS,VIS,1999,2387,766,3.12,
SHAWNEE SLOPES,SHS,2017,1625,685,2.37,
PANORAMA HILLS,PAN,1969,0,0,0,
DALHOUSIE,DAL,1992,10065,3719,2.71,
SPRUCE CLIFF,SPR,2009,3518,1665,2.11,
OGDEN,OGD,2005,8853,3615,2.45,
RUNDLE,RUN,2012,11258,3690,3.05,
CRANSTON,CRA,1992,11,3,3.67,
GLENBROOK,GBK,1972,6256,1730,3.62,
ROSEMONT,RMT,1999,1256,520,2.42,
CHINOOK PARK,CHK,2002,1751,579,3.02,
MARTINDALE,MRT,1990,2099,671,3.13,
GLENDALE,GDL,2014,2739,1068,2.56,
OAKRIDGE,OAK,1974,3405,951,3.58,
RANCHLANDS,RAN,1975,0,0,0,
OGDEN,OGD,1970,5322,1405,3.79,
COUNTRY HILLS VILLAGE,CHV,1996,0,0,0,
UNIVERSITY DISTRICT,UND,1998,0,0,0,
BAYVIEW,BYV,2012,682,245,2.78,
MEADOWLARK PARK,MEA,2015,651,264,2.47,
EVANSTON,EVN,1987,0,0,0,
SUNDANCE,SDC,2000,11923,3360,3.55,
ERIN WOODS,ERI,2000,7116,2210,3.22,
HARVEST HILLS,HAR,1989,0,0,0,
COUGAR RIDGE,CGR,1969,0,0,0,
ELBOW PARK,EPK,1974,3623,1165,3.11,
BANFF TRAIL,BNF,2009,3780,1693,2.23,
KINCORA,KCA,1979,0,0,0,
BRIDLEWOOD,BRI,2017,12696,4114,3.09,
QUEENSLAND,QLD,1993,5831,1780,3.28,
CHAPARRAL,CHA,1976,0,0,0,
COACH HILL,COA,2008,3240,1403,2.31,
RANCHLANDS,RAN,2000,8208,2904,2.83,
UNIVERSITY DISTRICT,UND,1984,0,0,0,
MILLRISE,MLR,1992,3776,1220,3.1,
SPRUCE CLIFF,SPR,1995,3025,1308,2.31,
SETON,SET,2000,0,0,0,
ASPEN WOODS,ASP,2013,6440,2076,3.1,
SADDLE RIDGE,SAD,1984,130,35,3.71,
HIGHLAND PARK,HPK,2005,3469,1829,1.9,
POINT MCKAY,POI,2007,1348,829,1.63,
TUSCANY,TUS,1993,46,14,3.29,
BANFF TRAIL,BNF,1976,3890,1429,2.72,
DEER RIDGE,DRG,2014,4165,1476,2.82,
CORNERSTONE,CNS,1968,0,0,0,
VISTA HEIGHTS,VIS,2003,2205,737,2.99,
DEER RUN,DRN,1990,6547,2071,3.16,
CRESCENT HEIGHTS,CRE,1992,5645,3234,1.75,
PALLISER,PAL,1968,216,55,3.93,
SILVERADO,SVO,1985,0,0,0,
SIGNAL HILL,SIG,1997,8183,2854,2.87,
EAGLE RIDGE,EAG,1998,468,109,4.29,
PUMP HILL,PUM,1996,1938,669,2.9,
HILLHURST,HIL,1988,4469,2376,1.88,
DOWNTOWN WEST END,DNW,1977,703,366,1.92,
NORTH HAVEN,NHV,2003,2425,934,2.6,
BRITANNIA,BRT,1969,1163,317,3.67,
EVANSTON,EVN,1969,0,0,0,
PATTERSON,PAT,1978,53,15,3.53,
GARRISON WOODS,GAW,1974,0,0,0,
SPRINGBANK HILL,SPH,2002,2278,763,2.99,
ROYAL OAK,ROY,1983,0,0,0,
CHINOOK PARK,CHK,1990,1721,574,3,
SILVER SPRINGS,SIL,2015,8959,3472,2.58,
GLAMORGAN,GLA,1992,6384,2726,2.34,
GLENBROOK,GBK,1991,7226,2819,2.56,
BOWNESS,BOW,1976,11638,3529,3.3,
QUEENS PARK VILLAGE,QPK,2007,428,186,2.3,
VALLEY RIDGE,VAL,2010,5025,1697,2.96,
HARVEST HILLS,HAR,1975,0,0,0,
DIAMOND COVE,DIA,1993,528,165,3.2,
SIGNAL HILL,SIG,1977,61,21,2.9,
SKYVIEW RANCH,SKR,1986,0,0,0,
PATTERSON,PAT,2014,4350,1964,2.21,
LEGACY,LEG,1975,0,0,0,
COUNTRY HILLS,COU,2012,3728,1408,2.65,
WEST SPRINGS,WSP,1976,0,0,0,
NORTH HAVEN UPPER,NHU,2007,655,242,2.71,
RAMSAY,RAM,1978,2370,952,2.49,
KILLARNEY/GLENGARRY,KIL,2002,6475,3233,2,
MEADOWLARK PARK,MEA,2009,530,237,2.24,
ELBOYA,EYA,2014,1736,714,2.43,
NORTH HAVEN,NHV,1986,2589,903,2.87,
PANORAMA HILLS,PAN,1985,0,0,0,
WEST SPRINGS,WSP,2005,4793,1683,2.85,
CHINATOWN,CHN,1986,1027,540,1.9,
MONTEREY PARK,MOR,1974,0,0,0,
PARKHILL,PKH,2014,1605,769,2.09,
NORTH HAVEN UPPER,NHU,1989,784,245,3.2,
BONAVISTA DOWNS,BDO,1976,1129,326,3.46,
LOWER MOUNT ROYAL,LMR,1986,2909,1926,1.51,
ERIN WOODS,ERI,1982,1709,542,3.15,
BRIDLEWOOD,BRI,1973,0,0,0,
CORAL SPRINGS,COR,1986,0,0,0,
SPRINGBANK HILL,SPH,1969,0,0,0,
RIVERBEND,RIV,1982,170,61,2.79,
HAYSBORO,HAY,1996,6157,2798,2,
PATTERSON,PAT,1977,128,38,3.37,
SHAGANAPPI,SHG,2003,1616,815,1.98,
KINCORA,KCA,2009,3385,1075,3.15,
BEDDINGTON HEIGHTS,BED,1994,13000,4068,3.2,
RIVERBEND,RIV,1977,63,20,3.15,
RIDEAU PARK,RID,1983,638,321,1.99,
WOODBINE,WBN,1974,58,17,3.41,
DOWNTOWN EAST VILLAGE,DNE,1973,961,452,2.13,
STRATHCONA PARK,STR,1989,4590,1520,3.02,
HIGHWOOD,HIW,1996,2128,884,2.41,
HIGHWOOD,HIW,2011,2098,910,2.31,
MAHOGANY,MAH,1993,0,0,0,
KELVIN GROVE,KEL,1972,2059,465,4.43,
ASPEN WOODS,ASP,2007,1406,413,3.4,
BANKVIEW,BNK,2003,5327,3233,1.65,
STRATHCONA PARK,STR,2009,7213,2386,3.02,
EAU CLAIRE,EAU,1979,440,271,1.62,
SADDLE RIDGE,SAD,2000,218,66,3.3,
MAHOGANY,MAH,2012,1266,410,3.09,
BANFF TRAIL,BNF,2001,3496,1596,2.19,
VARSITY,VAR,1982,13508,4772,2.83,
SHERWOOD,SHW,2000,0,0,0,
HARVEST HILLS,HAR,1997,3550,1208,2.94,
SUNDANCE,SDC,2013,10419,3362,3.1,
TEMPLE,TEM,2000,11929,3479,3.43,
EDGEMONT,EDG,1996,14912,4465,3.34,
CAPITOL HILL,CAP,1990,3779,1942,1.95,
WEST HILLHURST,WHL,1991,4951,2426,2.04,
QUEENS PARK VILLAGE,QPK,2000,386,156,2.47,
ERIN WOODS,ERI,1975,0,0,0,
SAGE HILL,SGH,1988,0,0,0,
MIDNAPORE,MID,1969,468,101,4.63,
NORTH HAVEN,NHV,1974,2964,762,3.89,
CHAPARRAL,CHA,1994,0,0,0,
MONTGOMERY,MON,1998,3971,1581,2.51,
PARKLAND,PKL,2016,3677,1416,2.6,
ELBOYA,EYA,2012,1712,724,2.36,
PUMP HILL,PUM,1994,1915,670,2.86,
BRIDLEWOOD,BRI,2000,2942,1044,2.82,
BANFF TRAIL,BNF,1995,3359,1572,2.14,
FALCONRIDGE,FAL,2015,11088,3356,3.3,
CLIFF BUNGALOW,CLI,2014,2049,1303,1.57,
WINDSOR PARK,WND,1972,3056,1219,2.51,
EAGLE RIDGE,EAG,2006,415,104,3.99,
RIVERBEND,RIV,1986,1370,457,3,
GARRISON WOODS,GAW,1987,0,0,0,
ROSEMONT,RMT,1984,1308,524,2.5,
DEER RIDGE,DRG,1983,3092,909,3.4,
FALCONRIDGE,FAL,1970,0,0,0,
WESTGATE,WGT,1972,3961,991,4,
DOWNTOWN WEST END,DNW,1993,459,282,1.63,
ALBERT PARK/RADISSON HEIGHTS,ALB,1996,6347,2323,2.73,
SHERWOOD,SHW,2016,4896,1451,3.37,
MAYFAIR,MAF,1983,591,181,3.27,
ARBOUR LAKE,ARB,1974,0,0,0,
BELTLINE,BLN,1995,15633,9878,1.58,Combined communities of CONNAUGHT (CON) and VICTORIA PARK (VIC)
ALTADORE,ALT,1977,5909,2136,2.77,
WOODLANDS,WOO,1978,686,189,3.63,
PALLISER,PAL,1969,914,254,3.6,
PALLISER,PAL,1979,3251,1254,2.59,
POINT MCKAY,POI,2008,1377,829,1.66,
FOREST HEIGHTS,FHT,1971,4004,866,4.62,
KELVIN GROVE,KEL,1998,2242,892,2.51,
ROSEMONT,RMT,2003,1297,531,2.44,
KINCORA,KCA,1986,0,0,0,
SAGE HILL,SGH,2009,267,97,2.75,
RIDEAU PARK,RID,1981,642,323,1.99,
RUTLAND PARK,RUT,1989,2631,945,2.78,
SHERWOOD,SHW,1976,0,0,0,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2008,2905,1030,2.82,
ROSEMONT,RMT,1970,1868,500,3.74,
RIDEAU PARK,RID,1969,697,318,2.19,
MEADOWLARK PARK,MEA,1970,1155,299,3.86,
ROXBORO,ROX,2014,243,83,2.93,
EAGLE RIDGE,EAG,2016,474,101,4.69,
WEST SPRINGS,WSP,1988,0,0,0,
DOWNTOWN WEST END,DNW,1972,889,369,2.41,
UPPER MOUNT ROYAL,UMR,2014,2609,1016,2.57,
SUNALTA,SNA,1973,2882,1361,2.12,
SHAGANAPPI,SHG,1994,1640,771,2.13,
OGDEN,OGD,1995,10227,3757,2.72,
MAHOGANY,MAH,1992,0,0,0,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1993,3898,1642,2.37,
MCKENZIE TOWNE,MCT,2005,8359,3305,2.53,
VALLEY RIDGE,VAL,1986,0,0,0,
HILLHURST,HIL,2014,6497,3141,2.07,
UNIVERSITY DISTRICT,UND,2003,0,0,0,
MARTINDALE,MRT,1989,973,290,3.36,
SOMERSET,SOM,1993,0,0,0,
QUEENS PARK VILLAGE,QPK,1982,0,0,0,
SANDSTONE VALLEY,SAN,1982,0,0,0,
TUSCANY,TUS,1984,0,0,0,
LAKEVIEW,LKV,1995,5719,2285,2.5,
DISCOVERY RIDGE,DIS,1981,0,0,0,
ELBOYA,EYA,1983,1427,564,2.53,
UNIVERSITY HEIGHTS,UNI,1981,3059,1228,2.49,
ROSSCARROCK,RCK,1985,3305,1410,2.34,
DEER RUN,DRN,1984,5162,1686,3.06,
TEMPLE,TEM,1998,12059,3464,3.48,
EVERGREEN,EVE,2015,21700,7001,3.1,
PUMP HILL,PUM,1983,1277,355,3.6,
SHAWNEE SLOPES,SHS,1984,16,5,3.2,
HAMPTONS,HAM,1975,0,0,0,
BELTLINE,BLN,1997,17219,10428,1.65,Combined communities of CONNAUGHT (CON) and VICTORIA PARK (VIC)
HAYSBORO,HAY,1983,6265,2297,3,
SILVERADO,SVO,2008,1308,464,2.82,
DIAMOND COVE,DIA,2010,739,267,2.77,
GLENBROOK,GBK,1994,6939,2862,2.42,
CLIFF BUNGALOW,CLI,2013,1954,1306,1.5,
AUBURN BAY,AUB,1991,0,0,0,
GARRISON GREEN,GAG,2006,496,238,2.08,At this time community was referred to as CFB - LINCOLN PARK PMQ (CFL)
WINSTON HEIGHTS/MOUNTVIEW,WIN,1969,4548,1342,3.39,
MACEWAN GLEN,MAC,1999,5701,1759,3.24,
DOWNTOWN COMMERCIAL CORE,DNC,2004,6944,4261,1.63,
WEST HILLHURST,WHL,1989,4942,2380,2.08,
MISSION,MIS,1998,3550,2490,1.43,
TUSCANY,TUS,1985,0,0,0,
HAYSBORO,HAY,1980,6731,2391,3,
SANDSTONE VALLEY,SAN,2012,6253,2092,2.99,
SHAGANAPPI,SHG,1976,1776,715,2.48,
PANORAMA HILLS,PAN,1970,0,0,0,
DOUGLASDALE/GLEN,DDG,2008,11715,3919,2.99,
KILLARNEY/GLENGARRY,KIL,2016,7463,3439,2.17,
CURRIE BARRACKS,CUR,2009,0,,,
ASPEN WOODS,ASP,2005,502,151,3.32,
COUNTRY HILLS,COU,1994,417,118,3.53,
GLAMORGAN,GLA,1999,6573,2794,2.35,
MISSION,MIS,1974,3318,1895,1.75,
BRENTWOOD,BRE,2013,6106,2506,2.44,
GARRISON GREEN,GAG,1992,694,210,3.3,
NORTH HAVEN,NHV,1990,2603,946,2.75,
COUGAR RIDGE,CGR,1990,0,0,0,
CHRISTIE PARK,CHR,2012,2196,718,3.06,
FOREST HEIGHTS,FHT,2015,6648,2143,3.1,
FAIRVIEW,FAI,1993,3837,1502,2.55,
HAWKWOOD,HAW,1997,11096,3287,3.38,
CHRISTIE PARK,CHR,2008,2172,707,3.07,
PALLISER,PAL,2006,3319,1680,1.98,
CITADEL,CIT,1990,0,0,0,
HIGHWOOD,HIW,1977,2699,861,3.13,
SOMERSET,SOM,1973,0,0,0,
LINCOLN PARK,LPK,1993,786,353,2.23,
RUTLAND PARK,RUT,1987,2648,944,2.81,
CANYON MEADOWS,CAN,2014,7838,3123,2.51,
CITYSCAPE,CSC,2009,0,0,0,
WINSTON HEIGHTS/MOUNTVIEW,WIN,2012,3891,1771,2.2,
NEW BRIGHTON,NEB,2008,3942,1356,2.91,
PINERIDGE,PIN,1986,10100,3223,3.13,
ROCKY RIDGE,ROC,1984,0,0,0,
MONTEREY PARK,MOR,1976,0,0,0,
ELBOW PARK,EPK,1969,4075,1187,3.43,
UNIVERSITY OF CALGARY,UOC,1997,1916,703,2.73,
CHAPARRAL,CHA,2016,13013,4116,3.16,
CHARLESWOOD/COLLINGWOOD,,1981,7179,2362,3.04,Combined communities of CHARLESWOOD (CHW) and COLLINGWOOD (COL)
RICHMOND,RIC,1986,3744,1770,2.12,
EAGLE RIDGE,EAG,2010,457,93,4.91,
SOMERSET,SOM,2011,8401,3049,2.76,
RIDEAU PARK,RID,2002,642,316,2.03,
MOUNT PLEASANT,MOP,1997,4649,2269,2.05,
BEL-AIRE,BEL,2004,494,154,3.21,
FOREST HEIGHTS,FHT,1978,4855,1294,3.75,
FALCONRIDGE,FAL,2014,10840,3375,3.21,
WEST SPRINGS,WSP,1974,0,0,0,
SUNALTA,SNA,1994,2881,1797,1.6,
PARKHILL,PKH,1990,1393,704,1.98,
QUEENSLAND,QLD,2003,5471,1853,2.95,
COUNTRY HILLS,COU,1971,0,0,0,
MAYFAIR,MAF,1999,556,183,3.04,
UPPER MOUNT ROYAL,UMR,1969,3147,967,3.25,
PATTERSON,PAT,1998,3726,1537,2.42,
ACADIA,ACA,1999,11133,4757,2.34,
WOODLANDS,WOO,2005,6565,2339,2.81,
GLENDALE,GDL,1999,2862,1089,2.63,
WILDWOOD,WLD,1985,2898,1051,2.76,
CHRISTIE PARK,CHR,1985,22,7,3.14,
TUXEDO PARK,TUX,2002,4494,2295,1.96,
ALBERT PARK/RADISSON HEIGHTS,ALB,1993,6469,2351,2.75,
SHAGANAPPI,SHG,2015,1603,719,2.23,
SAGE HILL,SGH,1969,0,0,0,
SPRINGBANK HILL,SPH,2016,9995,3251,3.07,
NORTH HAVEN UPPER,NHU,2003,676,243,2.78,
INGLEWOOD,ING,2017,4008,2168,1.85,
HARVEST HILLS,HAR,1998,4827,1650,2.93,
LAKEVIEW,LKV,1969,7854,1781,4.41,
RED CARPET,RED,2007,1702,898,1.9,
CHAPARRAL,CHA,1991,0,0,0,
MAHOGANY,MAH,2016,7000,2355,2.97,
UNIVERSITY DISTRICT,UND,1997,0,0,0,
GLENDALE,GDL,1979,3095,964,3.21,
GREENWOOD/GREENBRIAR,GRE,1988,994,449,2.21,
GREENVIEW,GRV,1992,2322,1033,2.25,
DALHOUSIE,DAL,2017,8992,3551,2.53,
DIAMOND COVE,DIA,2002,830,269,3.09,
WINSTON HEIGHTS/MOUNTVIEW,WIN,2002,3723,1667,2.23,
CAMBRIAN HEIGHTS,CAM,2017,2075,864,2.4,
PALLISER,PAL,1973,2429,738,3.29,
MOUNT PLEASANT,MOP,1992,4445,2131,2.09,
WEST SPRINGS,WSP,2003,2557,915,2.79,
NORTH HAVEN,NHV,1992,2551,946,2.7,
STRATHCONA PARK,STR,1969,13,4,3.25,
KINGSLAND,KIN,2015,4733,2267,2.09,
HILLHURST,HIL,1973,5459,2321,2.35,
UPPER MOUNT ROYAL,UMR,1975,2880,986,2.92,
SCARBORO,SCA,2004,889,326,2.73,
NEW BRIGHTON,NEB,1988,0,0,0,
DIAMOND COVE,DIA,1996,839,264,3.18,
SHAWNESSY,SHN,2001,8746,2787,3.14,
SANDSTONE VALLEY,SAN,1980,0,0,0,
CRESCENT HEIGHTS,CRE,1969,5946,2335,2.55,
FOREST LAWN,FLN,1976,7807,2249,3.47,
NOLAN HILL,NOL,2004,0,0,0,
HAMPTONS,HAM,2008,8068,2441,3.31,
MCKENZIE TOWNE,MCT,2001,3043,1177,2.59,
SUNALTA,SNA,2008,3236,1920,1.69,
ABBEYDALE,ABB,2008,6005,1939,3.1,
GREENWOOD/GREENBRIAR,GRE,1996,889,416,2.14,
CRANSTON,CRA,1993,11,3,3.67,
ARBOUR LAKE,ARB,2005,10537,3726,2.83,
POINT MCKAY,POI,1971,0,0,0,
PINERIDGE,PIN,1982,10217,3221,3.17,
TEMPLE,TEM,1975,0,0,0,
COUNTRY HILLS,COU,1999,2086,749,2.79,
UPPER MOUNT ROYAL,UMR,2000,2663,1030,2.59,
EVERGREEN,EVE,1968,0,0,0,
SKYVIEW RANCH,SKR,1993,0,0,0,
ALTADORE,ALT,1999,5667,2590,2.19,
EVANSTON,EVN,1992,17,5,3.4,
RAMSAY,RAM,2005,2070,1031,2.01,
MISSION,MIS,1984,3061,2059,1.49,
COUNTRY HILLS VILLAGE,CHV,2013,2626,1417,1.85,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,1968,2746,707,3.88,
UNIVERSITY DISTRICT,UND,1981,0,0,0,
FALCONRIDGE,FAL,1968,0,0,0,
WEST SPRINGS,WSP,1997,263,87,3.02,
ROCKY RIDGE,ROC,1979,0,0,0,
PENBROOKE MEADOWS,PEN,2000,9305,2823,3.3,
DISCOVERY RIDGE,DIS,1980,0,0,0,
MARLBOROUGH,MRL,1993,9290,2967,3.13,
MAPLE RIDGE,MPL,1978,3106,804,3.86,
STRATHCONA PARK,STR,2007,7240,2381,3.04,
GLAMORGAN,GLA,1982,7258,2681,2.71,
MISSION,MIS,1988,3538,2355,1.5,
HILLHURST,HIL,1984,4550,2341,1.94,
ELBOW PARK,EPK,1979,3387,1163,2.91,
LAKEVIEW,LKV,2006,5581,2309,2.42,
SPRINGBANK HILL,SPH,1984,0,0,0,
FAIRVIEW,FAI,2011,3552,1543,2.3,
STRATHCONA PARK,STR,1968,12,3,4,
RIDEAU PARK,RID,2013,644,322,2,
WINSTON HEIGHTS/MOUNTVIEW,WIN,2014,3845,1739,2.21,
PUMP HILL,PUM,1968,53,18,2.94,
SOUTH CALGARY,SOC,2010,3746,1948,1.92,
DOWNTOWN EAST VILLAGE,DNE,1978,1113,569,1.96,
GLENBROOK,GBK,1981,7600,2721,2.79,
ST. ANDREWS HEIGHTS,STA,1997,2007,718,2.8,
MCKENZIE TOWNE,MCT,2014,17737,6887,2.58,
RENFREW,REN,2000,5361,2698,1.99,
MCKENZIE LAKE,MCK,1999,13037,3950,3.3,
FOREST HEIGHTS,FHT,1982,7011,1935,3.62,
CORAL SPRINGS,COR,2005,6037,1461,4.13,
SUNNYSIDE,SSD,1985,3464,2101,1.65,
RIDEAU PARK,RID,2010,615,312,1.97,
SHERWOOD,SHW,2011,2109,591,3.57,
COUNTRY HILLS,COU,1997,526,145,3.63,
NORTH HAVEN,NHV,1980,2627,780,3.37,
SHAGANAPPI,SHG,2001,1592,797,2,
HIGHWOOD,HIW,1998,2139,896,2.39,
OGDEN,OGD,1991,10768,3696,2.91,
MARTINDALE,MRT,1982,16,4,4,
ELBOYA,EYA,2001,1616,725,2.23,
CORAL SPRINGS,COR,1978,0,0,0,
CEDARBRAE,CED,2015,6308,2576,2.45,
VALLEY RIDGE,VAL,2011,5042,1694,2.98,
PUMP HILL,PUM,2012,1614,542,2.98,
BEL-AIRE,BEL,1987,502,152,3.3,
POINT MCKAY,POI,2014,1348,825,1.63,
BRITANNIA,BRT,1977,940,317,2.97,
ALTADORE,ALT,1983,7178,2771,2.59,
SOUTHVIEW,SOV,1991,2438,860,2.83,
EVERGREEN,EVE,1983,34,14,2.43,
WILLOW PARK,WIL,1987,6242,2191,2.85,
RUNDLE,RUN,1998,11958,3518,3.4,
SOMERSET,SOM,1985,13,5,2.6,
WHITEHORN,WHI,1994,12026,3314,3.63,
MILLRISE,MLR,1975,46,15,3.07,
COUNTRY HILLS VILLAGE,CHV,1998,0,0,0,
INGLEWOOD,ING,2006,3286,1766,1.86,
UPPER MOUNT ROYAL,UMR,1997,2667,1036,2.57,
BAYVIEW,BYV,1992,674,235,2.87,
CAMBRIAN HEIGHTS,CAM,2015,2150,878,2.45,
PENBROOKE MEADOWS,PEN,1970,248,55,4.51,
EVANSTON,EVN,2014,10030,3233,3.1,
GREENWOOD/GREENBRIAR,GRE,1968,0,0,0,
NORTH GLENMORE PARK,NGM,1998,2534,979,2.59,
HIDDEN VALLEY,HID,1975,0,0,0,
SUNALTA,SNA,1998,3206,1960,1.64,
FOREST HEIGHTS,FHT,2001,6585,2035,3.24,
BOWNESS,BOW,2003,11675,4991,2.34,
CHINATOWN,CHN,1983,592,300,1.97,
FOREST HEIGHTS,FHT,1968,3549,750,4.73,
HUNTINGTON HILLS,HUN,2017,13154,5303,2.48,
HIGHLAND PARK,HPK,1999,3749,1862,2.01,
PANORAMA HILLS,PAN,1994,25,8,3.13,
GARRISON WOODS,GAW,1975,0,0,0,
UNIVERSITY OF CALGARY,UOC,2013,2821,869,3.25,
SHAGANAPPI,SHG,2006,1657,811,2.04,
CITYSCAPE,CSC,1976,0,0,0,
CHINOOK PARK,CHK,2013,1704,575,2.96,
WHITEHORN,WHI,2006,11842,3446,3.44,
MILLRISE,MLR,1968,55,14,3.93,
WILLOW PARK,WIL,2002,5545,2227,2.49,
NORTH HAVEN,NHV,1994,2486,933,2.66,
BRIDGELAND/RIVERSIDE,BRD,1968,5663,2040,2.78,
ERIN WOODS,ERI,1980,0,0,0,
SCARBORO,SCA,1995,827,331,2.5,
RUTLAND PARK,RUT,2002,2391,964,2.48,
CLIFF BUNGALOW,CLI,1971,2172,1108,1.96,
RICHMOND,RIC,1991,3830,1812,2.11,
REDSTONE,RSN,2013,174,50,3.48,
NEW BRIGHTON,NEB,1976,0,0,0,
UNIVERSITY HEIGHTS,UNI,2007,2944,1327,2.22,
